t,sin,cos
0.08700000000000001,0.5198173426207094,0.8542774316992952
0.088,0.5251746299612956,0.850994481794692
0.089,0.530511184306734,0.8476779360850832
0.09,0.5358267949789967,0.8443279255020151
0.091,0.5411212521268758,0.8409445822981692
0.092,0.5463943467342691,0.8375280400421417
0.093,0.5516458706284302,0.8340784336131712
0.094,0.556875616488188,0.8305958991958127
0.095,0.5620833778521306,0.8270805742745618
0.096,0.5672689491267565,0.8235325976284275
0.097,0.5724321255945908,0.8199521093254524
0.098,0.5775727034222675,0.8163392507171839
0.099,0.5826904796685761,0.812694164433094
0.1,0.5877852522924731,0.8090169943749475
0.101,0.5928568201610592,0.8053078857111219
0.10200000000000001,0.5979049830575188,0.8015669848708766
0.10300000000000001,0.6029295416890247,0.7977944395385711
0.10400000000000001,0.6079302976946055,0.7939903986478353
0.105,0.6129070536529765,0.7901550123756904
0.106,0.6178596130903343,0.7862884321366189
0.107,0.6227877804881126,0.7823908105765881
0.108,0.6276913612907005,0.7784623015670235
0.109,0.6325701619131244,0.7745030601987339
0.11,0.6374239897486897,0.7705132427757891
0.111,0.6422526531765844,0.7664930068093498
0.112,0.6470559615694442,0.7624425110114479
0.113,0.6518337253008788,0.7583619152887219
0.114,0.6565857557529564,0.7542513807361039
0.115,0.6613118653236518,0.7501110696304595
0.116,0.6660118674342517,0.7459411454241821
0.117,0.67068557653672,0.7417417727387392
0.11800000000000001,0.6753328081210244,0.7375131173581739
0.11900000000000001,0.6799533787224191,0.7332553462225601
0.12,0.6845471059286886,0.7289686274214116
0.121,0.6891138083873485,0.7246531301870467
0.122,0.6936533058128049,0.7203090248879069
0.123,0.6981654189934726,0.7159364830218312
0.124,0.7026499697988491,0.7115356772092853
0.125,0.7071067811865475,0.7071067811865476
0.126,0.7115356772092853,0.7026499697988492
0.127,0.7159364830218311,0.6981654189934727
0.128,0.7203090248879069,0.6936533058128049
0.129,0.7246531301870466,0.6891138083873485
0.13,0.7289686274214114,0.6845471059286887
0.131,0.7332553462225601,0.6799533787224191
0.132,0.7375131173581739,0.6753328081210244
0.133,0.7417417727387392,0.6706855765367201
0.134,0.7459411454241821,0.6660118674342517
0.135,0.7501110696304595,0.6613118653236519
0.136,0.7542513807361038,0.6565857557529564
0.137,0.7583619152887219,0.6518337253008787
0.138,0.7624425110114479,0.6470559615694443
0.139,0.7664930068093498,0.6422526531765844
0.14,0.7705132427757893,0.6374239897486897
0.14100000000000001,0.7745030601987338,0.6325701619131245
0.14200000000000002,0.7784623015670235,0.6276913612907005
0.14300000000000002,0.7823908105765881,0.6227877804881125
0.14400000000000002,0.7862884321366189,0.6178596130903343
0.145,0.7901550123756903,0.6129070536529766
0.146,0.7939903986478353,0.6079302976946054
0.147,0.797794439538571,0.6029295416890247
0.148,0.8015669848708765,0.5979049830575189
0.149,0.805307885711122,0.5928568201610592
0.15,0.8090169943749475,0.5877852522924731
0.151,0.812694164433094,0.5826904796685761
0.152,0.8163392507171839,0.5775727034222676
0.153,0.8199521093254524,0.5724321255945909
0.154,0.8235325976284275,0.5672689491267565
0.155,0.8270805742745618,0.5620833778521306
0.156,0.8305958991958126,0.5568756164881881
0.157,0.8340784336131711,0.5516458706284303
0.158,0.8375280400421418,0.546394346734269
0.159,0.840944582298169,0.5411212521268759
0.16,0.8443279255020151,0.5358267949789965
0.161,0.8476779360850831,0.5305111843067342
0.162,0.8509944817946918,0.5251746299612957
0.163,0.8542774316992952,0.5198173426207094
0.164,0.8575266561936522,0.5144395337815066
0.165,0.8607420270039435,0.5090414157503714
0.166,0.8639234171928354,0.5036232016357607
0.167,0.86707070116449,0.49818510533949084
0.168,0.8701837546695257,0.49272734154829156
0.169,0.8732624548099202,0.4872501257253322
0.17,0.8763066800438636,0.4817536741017154
0.171,0.8793163101905562,0.4762382036679391
0.17200000000000001,0.8822912264349533,0.4707039321653326
0.17300000000000001,0.8852313113324551,0.4651510780774585
0.17400000000000002,0.8881364488135445,0.4595798606214879
0.17500000000000002,0.8910065241883678,0.45399049973954686
0.176,0.8938414241512637,0.44838321609003245
0.177,0.8966410367852359,0.4427582310389015
0.178,0.8994052515663711,0.4371157666509328
0.179,0.9021339593682028,0.431456045680959
0.18,0.9048270524660196,0.42577929156507266
0.181,0.907484424541117,0.4200857284118062
0.182,0.9101059706849957,0.41437558099328425
0.183,0.9126915874035028,0.4086490747363491
0.184,0.9152411726209175,0.4029064357136627
0.185,0.917754625683981,0.3971478906347808
0.186,0.9202318473658703,0.39137366683720254
0.187,0.9226727398701149,0.3855839922773964
0.188,0.925077206834458,0.3797790955218011
0.189,0.9274451533346614,0.3739592057378004
0.19,0.9297764858882515,0.36812455268467786
0.191,0.932071112458211,0.36227536670454574
0.192,0.934328942456612,0.35641187871325075
0.193,0.9365498867481924,0.35053432019125896
0.194,0.9387338576538741,0.34464292317451717
0.195,0.9408807689542255,0.3387379202452915
0.196,0.9429905358928644,0.3328195445229867
0.197,0.9450630751798048,0.3268880296549427
0.198,0.9470983049947443,0.32094360980720943
0.199,0.9490961449902946,0.31498651965530466
0.2,0.9510565162951535,0.30901699437494745
0.201,0.9529793415172189,0.303035269632774
0.202,0.954864544746643,0.29704158157703486
0.203,0.9567120515588304,0.29103616682827194
0.20400000000000001,0.9585217890173758,0.28501926246997616
0.20500000000000002,0.9602936856769431,0.2789911060392293
0.20600000000000002,0.9620276715860858,0.2729519355173254
0.20700000000000002,0.9637236782900097,0.2669019893203757
0.20800000000000002,0.9653816388332739,0.2608415062898968
0.209,0.967001487762435,0.25477072568338216
0.21,0.9685831611286311,0.24868988716485474
0.211,0.9701265964901059,0.24259923079540735
0.212,0.9716317329146739,0.23649899702372476
0.213,0.9730985109821265,0.23038942667659063
0.214,0.9745268727865771,0.22427076094938117
0.215,0.9759167619387473,0.2181432413965427
0.216,0.9772681235681935,0.21200710992205474
0.217,0.9785809043254721,0.20586260876988136
0.218,0.9798550523842469,0.19970998051440722
0.219,0.9810905174433341,0.19354946805086018
0.22,0.9822872507286887,0.18738131458572452
0.221,0.9834452049953297,0.1812057636271374
0.222,0.9845643345292053,0.17502305897527604
0.223,0.985644595148998,0.16883344471273382
0.224,0.986685944207868,0.16263716519488372
0.225,0.9876883405951378,0.15643446504023092
0.226,0.9886517447379141,0.15022558912075706
0.227,0.9895761186026509,0.14401078255225233
0.228,0.9904614256966512,0.1377902906846382
0.229,0.9913076310695066,0.13156435909228256
0.23,0.9921147013144779,0.12533323356430426
0.231,0.9928826045698137,0.1190971600948697
0.232,0.9936113105200084,0.1128563848734816
0.233,0.9943007903969989,0.10661115427526
0.234,0.9949510169813002,0.10036171485121491
0.23500000000000001,0.99556196460308,0.09410831331851428
0.23600000000000002,0.9961336091431725,0.08785119655074332
0.23700000000000002,0.9966659280340299,0.08159061156815764
0.23800000000000002,0.9971589002606139,0.07532680552793275
0.23900000000000002,0.9976125063612252,0.069060025714406
0.24,0.9980267284282716,0.06279051952931353
0.241,0.998401550108975,0.0565185344820244
0.242,0.9987369566060175,0.0502443181797696
0.243,0.9990329346781247,0.043968118317864895
0.244,0.9992894726405892,0.03769018266993447
0.245,0.9995065603657316,0.031410759078128396
0.246,0.9996841892832999,0.02513009544333753
0.247,0.999822352380809,0.018848439715408175
0.248,0.9999210442038161,0.012566039883352776
0.249,0.9999802608561371,0.006283143965559066
0.25,1.0,6.123233995736766e-17
0.251,0.9999802608561371,-0.006283143965558943
0.252,0.9999210442038161,-0.012566039883352653
0.253,0.999822352380809,-0.018848439715408276
0.254,0.9996841892832999,-0.025130095443337407
0.255,0.9995065603657316,-0.03141075907812828
0.256,0.9992894726405892,-0.037690182669934576
0.257,0.9990329346781247,-0.04396811831786477
0.258,0.9987369566060175,-0.05024431817976947
0.259,0.998401550108975,-0.0565185344820245
0.26,0.9980267284282716,-0.06279051952931318
0.261,0.9976125063612252,-0.06906002571440566
0.262,0.9971589002606139,-0.07532680552793285
0.263,0.9966659280340299,-0.08159061156815751
0.264,0.9961336091431725,-0.0878511965507432
0.265,0.99556196460308,-0.09410831331851438
0.266,0.9949510169813002,-0.10036171485121478
0.267,0.9943007903969989,-0.10661115427525987
0.268,0.9936113105200084,-0.1128563848734817
0.269,0.9928826045698137,-0.11909716009486958
0.27,0.9921147013144779,-0.12533323356430415
0.271,0.9913076310695066,-0.13156435909228245
0.272,0.9904614256966512,-0.13779029068463805
0.273,0.9895761186026509,-0.14401078255225222
0.274,0.988651744737914,-0.15022558912075715
0.275,0.9876883405951378,-0.1564344650402308
0.276,0.986685944207868,-0.16263716519488358
0.277,0.985644595148998,-0.1688334447127339
0.278,0.9845643345292054,-0.17502305897527592
0.279,0.9834452049953297,-0.18120576362713728
0.28,0.9822872507286887,-0.1873813145857246
0.281,0.9810905174433341,-0.19354946805086007
0.28200000000000003,0.9798550523842469,-0.1997099805144069
0.28300000000000003,0.9785809043254721,-0.20586260876988147
0.28400000000000003,0.9772681235681935,-0.2120071099220546
0.28500000000000003,0.9759167619387474,-0.21814324139654256
0.28600000000000003,0.9745268727865771,-0.22427076094938125
0.28700000000000003,0.9730985109821266,-0.2303894266765905
0.28800000000000003,0.971631732914674,-0.23649899702372465
0.289,0.9701265964901058,-0.24259923079540743
0.29,0.9685831611286312,-0.24868988716485463
0.291,0.9670014877624351,-0.25477072568338205
0.292,0.9653816388332739,-0.2608415062898969
0.293,0.9637236782900097,-0.26690198932037534
0.294,0.9620276715860858,-0.2729519355173253
0.295,0.9602936856769431,-0.27899110603922933
0.296,0.958521789017376,-0.28501926246997605
0.297,0.9567120515588304,-0.2910361668282718
0.298,0.954864544746643,-0.297041581577035
0.299,0.9529793415172189,-0.30303526963277383
0.3,0.9510565162951536,-0.30901699437494734
0.301,0.9490961449902946,-0.3149865196553048
0.302,0.9470983049947443,-0.3209436098072093
0.303,0.9450630751798049,-0.32688802965494235
0.304,0.9429905358928645,-0.33281954452298657
0.305,0.9408807689542255,-0.33873792024529137
0.306,0.9387338576538741,-0.34464292317451706
0.307,0.9365498867481923,-0.3505343201912591
0.308,0.9343289424566121,-0.35641187871325064
0.309,0.932071112458211,-0.36227536670454563
0.31,0.9297764858882515,-0.368124552684678
0.311,0.9274451533346614,-0.3739592057378003
0.312,0.925077206834458,-0.379779095521801
0.313,0.9226727398701149,-0.3855839922773965
0.314,0.9202318473658704,-0.3913736668372022
0.315,0.9177546256839811,-0.3971478906347807
0.316,0.9152411726209175,-0.40290643571366275
0.317,0.9126915874035029,-0.408649074736349
0.318,0.9101059706849957,-0.41437558099328414
0.319,0.9074844245411169,-0.4200857284118063
0.32,0.9048270524660195,-0.4257792915650727
0.321,0.902133959368203,-0.43145604568095874
0.322,0.8994052515663712,-0.4371157666509327
0.323,0.896641036785236,-0.4427582310389014
0.324,0.8938414241512639,-0.4483832160900321
0.325,0.8910065241883679,-0.4539904997395467
0.326,0.8881364488135446,-0.4595798606214878
0.327,0.8852313113324553,-0.46515107807745837
0.328,0.8822912264349535,-0.47070393216533224
0.329,0.8793163101905562,-0.47623820366793923
0.33,0.8763066800438637,-0.48175367410171505
0.331,0.8732624548099203,-0.4872501257253321
0.332,0.8701837546695255,-0.49272734154829184
0.333,0.8670707011644901,-0.49818510533949073
0.334,0.8639234171928354,-0.5036232016357608
0.335,0.8607420270039436,-0.5090414157503713
0.336,0.8575266561936522,-0.5144395337815065
0.337,0.8542774316992954,-0.5198173426207092
0.338,0.8509944817946917,-0.5251746299612958
0.339,0.8476779360850834,-0.5305111843067338
0.34,0.8443279255020152,-0.5358267949789964
0.341,0.8409445822981692,-0.5411212521268758
0.342,0.8375280400421418,-0.546394346734269
0.343,0.8340784336131711,-0.5516458706284302
0.34400000000000003,0.8305958991958127,-0.5568756164881881
0.34500000000000003,0.8270805742745617,-0.5620833778521307
0.34600000000000003,0.8235325976284276,-0.5672689491267563
0.34700000000000003,0.8199521093254521,-0.572432125594591
0.34800000000000003,0.816339250717184,-0.5775727034222674
0.34900000000000003,0.8126941644330941,-0.5826904796685759
0.35000000000000003,0.8090169943749475,-0.587785252292473
0.35100000000000003,0.805307885711122,-0.5928568201610592
0.352,0.8015669848708769,-0.5979049830575185
0.353,0.797794439538571,-0.6029295416890248
0.354,0.7939903986478353,-0.6079302976946055
0.355,0.7901550123756905,-0.6129070536529763
0.356,0.7862884321366188,-0.6178596130903345
0.357,0.7823908105765882,-0.6227877804881123
0.358,0.7784623015670235,-0.6276913612907004
0.359,0.7745030601987338,-0.6325701619131244
0.36,0.7705132427757893,-0.6374239897486897
0.361,0.7664930068093501,-0.6422526531765841
0.362,0.7624425110114478,-0.6470559615694444
0.363,0.7583619152887218,-0.6518337253008789
0.364,0.754251380736104,-0.6565857557529563
0.365,0.7501110696304594,-0.661311865323652
0.366,0.7459411454241822,-0.6660118674342516
0.367,0.7417417727387393,-0.67068557653672
0.368,0.7375131173581739,-0.6753328081210244
0.369,0.73325534622256,-0.6799533787224192
0.37,0.7289686274214118,-0.6845471059286884
0.371,0.7246531301870466,-0.6891138083873486
0.372,0.720309024887907,-0.6936533058128048
0.373,0.7159364830218313,-0.6981654189934725
0.374,0.7115356772092851,-0.7026499697988494
0.375,0.7071067811865476,-0.7071067811865475
0.376,0.7026499697988492,-0.7115356772092853
0.377,0.6981654189934727,-0.7159364830218312
0.378,0.6936533058128049,-0.7203090248879069
0.379,0.6891138083873487,-0.7246531301870465
0.38,0.6845471059286885,-0.7289686274214117
0.381,0.6799533787224193,-0.7332553462225598
0.382,0.6753328081210246,-0.7375131173581738
0.383,0.6706855765367201,-0.7417417727387392
0.384,0.6660118674342517,-0.7459411454241821
0.385,0.6613118653236518,-0.7501110696304595
0.386,0.6565857557529564,-0.7542513807361039
0.387,0.6518337253008787,-0.758361915288722
0.388,0.6470559615694446,-0.7624425110114477
0.389,0.6422526531765842,-0.76649300680935
0.39,0.6374239897486899,-0.7705132427757891
0.391,0.6325701619131245,-0.7745030601987337
0.392,0.6276913612907006,-0.7784623015670233
0.393,0.6227877804881126,-0.7823908105765881
0.394,0.6178596130903347,-0.7862884321366187
0.395,0.6129070536529764,-0.7901550123756904
0.396,0.6079302976946053,-0.7939903986478354
0.397,0.6029295416890249,-0.7977944395385709
0.398,0.5979049830575187,-0.8015669848708767
0.399,0.5928568201610593,-0.8053078857111219
0.4,0.5877852522924732,-0.8090169943749473
0.401,0.5826904796685761,-0.812694164433094
0.402,0.5775727034222676,-0.8163392507171839
0.403,0.5724321255945912,-0.8199521093254521
0.404,0.5672689491267564,-0.8235325976284275
0.405,0.5620833778521308,-0.8270805742745616
0.406,0.5568756164881882,-0.8305958991958126
0.40700000000000003,0.55164587062843,-0.8340784336131714
0.40800000000000003,0.5463943467342692,-0.8375280400421417
0.40900000000000003,0.5411212521268759,-0.840944582298169
0.41000000000000003,0.5358267949789967,-0.8443279255020151
0.41100000000000003,0.530511184306734,-0.8476779360850832
0.41200000000000003,0.525174629961296,-0.8509944817946917
0.41300000000000003,0.5198173426207093,-0.8542774316992953
0.41400000000000003,0.5144395337815066,-0.8575266561936521
0.41500000000000004,0.5090414157503714,-0.8607420270039435
0.41600000000000004,0.5036232016357606,-0.8639234171928355
0.417,0.4981851053394909,-0.86707070116449
0.418,0.49272734154829156,-0.8701837546695257
0.419,0.4872501257253323,-0.8732624548099202
0.42,0.4817536741017152,-0.8763066800438636
0.421,0.4762382036679394,-0.8793163101905561
0.422,0.4707039321653324,-0.8822912264349534
0.423,0.46515107807745854,-0.8852313113324551
0.424,0.459579860621488,-0.8881364488135445
0.425,0.45399049973954686,-0.8910065241883678
0.426,0.4483832160900323,-0.8938414241512638
0.427,0.44275823103890155,-0.8966410367852359
0.428,0.4371157666509329,-0.8994052515663711
0.429,0.43145604568095886,-0.9021339593682028
0.43,0.4257792915650729,-0.9048270524660194
0.431,0.4200857284118061,-0.907484424541117
0.432,0.4143755809932843,-0.9101059706849957
0.433,0.40864907473634915,-0.9126915874035028
0.434,0.40290643571366275,-0.9152411726209175
0.435,0.3971478906347806,-0.9177546256839811
0.436,0.3913736668372028,-0.9202318473658702
0.437,0.3855839922773965,-0.9226727398701149
0.438,0.379779095521801,-0.925077206834458
0.439,0.37395920573780067,-0.9274451533346613
0.44,0.36812455268467775,-0.9297764858882515
0.441,0.3622753667045458,-0.932071112458211
0.442,0.3564118787132508,-0.934328942456612
0.443,0.350534320191259,-0.9365498867481923
0.444,0.34464292317451706,-0.9387338576538741
0.445,0.33873792024529176,-0.9408807689542253
0.446,0.3328195445229865,-0.9429905358928645
0.447,0.32688802965494274,-0.9450630751798047
0.448,0.3209436098072097,-0.9470983049947442
0.449,0.31498651965530455,-0.9490961449902947
0.45,0.3090169943749475,-0.9510565162951535
0.451,0.30303526963277405,-0.9529793415172187
0.452,0.2970415815770349,-0.954864544746643
0.453,0.29103616682827177,-0.9567120515588305
0.454,0.28501926246997644,-0.9585217890173758
0.455,0.2789911060392291,-0.9602936856769431
0.456,0.27295193551732544,-0.9620276715860858
0.457,0.26690198932037573,-0.9637236782900097
0.458,0.26084150628989705,-0.9653816388332739
0.459,0.25477072568338227,-0.967001487762435
0.46,0.24868988716485482,-0.9685831611286311
0.461,0.2425992307954074,-0.9701265964901058
0.462,0.2364989970237246,-0.971631732914674
0.463,0.23038942667659087,-0.9730985109821265
0.464,0.224270760949381,-0.9745268727865772
0.465,0.21814324139654276,-0.9759167619387473
0.466,0.2120071099220548,-0.9772681235681935
0.467,0.2058626087698814,-0.9785809043254721
0.468,0.19970998051440705,-0.9798550523842469
0.46900000000000003,0.19354946805086068,-0.981090517443334
0.47000000000000003,0.18738131458572457,-0.9822872507286887
0.47100000000000003,0.18120576362713725,-0.9834452049953297
0.47200000000000003,0.1750230589752763,-0.9845643345292053
0.47300000000000003,0.16883344471273365,-0.985644595148998
0.47400000000000003,0.16263716519488378,-0.986685944207868
0.47500000000000003,0.15643446504023098,-0.9876883405951377
0.47600000000000003,0.15022558912075712,-0.988651744737914
0.47700000000000004,0.14401078255225216,-0.9895761186026509
0.47800000000000004,0.13779029068463847,-0.9904614256966512
0.47900000000000004,0.1315643590922824,-0.9913076310695066
0.48,0.12533323356430454,-0.9921147013144778
0.481,0.11909716009486998,-0.9928826045698136
0.482,0.11285638487348143,-0.9936113105200084
0.483,0.10661115427526005,-0.9943007903969989
0.484,0.10036171485121498,-0.9949510169813002
0.485,0.09410831331851435,-0.99556196460308
0.486,0.08785119655074315,-0.9961336091431725
0.487,0.08159061156815792,-0.9966659280340299
0.488,0.0753268055279326,-0.9971589002606139
0.489,0.06906002571440606,-0.9976125063612252
0.49,0.06279051952931358,-0.9980267284282716
0.491,0.056518534482024235,-0.998401550108975
0.492,0.05024431817976966,-0.9987369566060175
0.493,0.04396811831786495,-0.9990329346781247
0.494,0.037690182669934534,-0.9992894726405892
0.495,0.031410759078128236,-0.9995065603657316
0.496,0.025130095443337813,-0.9996841892832999
0.497,0.018848439715408016,-0.999822352380809
0.498,0.012566039883352836,-0.9999210442038161
0.499,0.006283143965559127,-0.9999802608561371
0.5,1.2246467991473532e-16,-1.0
0.501,-0.006283143965558882,-0.9999802608561371
0.502,-0.012566039883352592,-0.9999210442038161
0.503,-0.018848439715408213,-0.999822352380809
0.504,-0.02513009544333757,-0.9996841892832999
0.505,-0.031410759078127994,-0.9995065603657316
0.506,-0.037690182669934735,-0.9992894726405892
0.507,-0.04396811831786471,-0.9990329346781247
0.508,-0.05024431817976942,-0.9987369566060175
0.509,-0.056518534482024436,-0.998401550108975
0.51,-0.06279051952931335,-0.9980267284282716
0.511,-0.06906002571440538,-0.9976125063612252
0.512,-0.07532680552793279,-0.9971589002606139
0.513,-0.08159061156815768,-0.9966659280340299
0.514,-0.0878511965507429,-0.9961336091431725
0.515,-0.09410831331851455,-0.99556196460308
0.516,-0.10036171485121473,-0.9949510169813002
0.517,-0.1066111542752598,-0.9943007903969989
0.518,-0.11285638487348164,-0.9936113105200084
0.519,-0.11909716009486973,-0.9928826045698137
0.52,-0.12533323356430384,-0.9921147013144779
0.521,-0.13156435909228262,-0.9913076310695066
0.522,-0.13779029068463777,-0.9904614256966513
0.523,-0.14401078255225194,-0.989576118602651
0.524,-0.1502255891207573,-0.988651744737914
0.525,-0.15643446504023073,-0.9876883405951378
0.526,-0.16263716519488353,-0.986685944207868
0.527,-0.16883344471273384,-0.985644595148998
0.528,-0.1750230589752761,-0.9845643345292053
0.529,-0.181205763627137,-0.9834452049953297
0.53,-0.18738131458572477,-0.9822872507286886
0.531,-0.19354946805086,-0.9810905174433341
0.532,-0.19970998051440683,-0.9798550523842469
0.533,-0.2058626087698812,-0.9785809043254722
0.534,-0.21200710992205454,-0.9772681235681935
0.535,-0.2181432413965425,-0.9759167619387474
0.536,-0.2242707609493812,-0.9745268727865771
0.537,-0.23038942667659065,-0.9730985109821265
0.538,-0.23649899702372437,-0.971631732914674
0.539,-0.2425992307954076,-0.9701265964901058
0.54,-0.24868988716485457,-0.9685831611286312
0.541,-0.254770725683382,-0.9670014877624351
0.542,-0.26084150628989683,-0.9653816388332739
0.543,-0.2669019893203755,-0.9637236782900097
0.544,-0.2729519355173252,-0.9620276715860859
0.545,-0.2789911060392293,-0.9602936856769431
0.546,-0.2850192624699762,-0.9585217890173758
0.547,-0.29103616682827155,-0.9567120515588305
0.548,-0.2970415815770351,-0.954864544746643
0.549,-0.3030352696327738,-0.9529793415172189
0.55,-0.3090169943749473,-0.9510565162951536
0.551,-0.3149865196553047,-0.9490961449902946
0.552,-0.3209436098072095,-0.9470983049947443
0.553,-0.32688802965494207,-0.9450630751798049
0.554,-0.33281954452298673,-0.9429905358928644
0.555,-0.3387379202452915,-0.9408807689542255
0.556,-0.34464292317451684,-0.9387338576538742
0.557,-0.35053432019125924,-0.9365498867481923
0.558,-0.3564118787132506,-0.9343289424566121
0.559,-0.3622753667045456,-0.9320711124582111
0.56,-0.3681245526846779,-0.9297764858882515
0.561,-0.37395920573780045,-0.9274451533346613
0.562,-0.3797790955218007,-0.9250772068344582
0.5630000000000001,-0.38558399227739665,-0.9226727398701148
0.5640000000000001,-0.39137366683720215,-0.9202318473658705
0.5650000000000001,-0.3971478906347804,-0.9177546256839813
0.5660000000000001,-0.4029064357136629,-0.9152411726209174
0.5670000000000001,-0.4086490747363489,-0.9126915874035029
0.5680000000000001,-0.4143755809932841,-0.9101059706849957
0.5690000000000001,-0.42008572841180625,-0.907484424541117
0.5700000000000001,-0.42577929156507266,-0.9048270524660195
0.5710000000000001,-0.43145604568095863,-0.902133959368203
0.5720000000000001,-0.43711576665093305,-0.899405251566371
0.5730000000000001,-0.44275823103890133,-0.896641036785236
0.5740000000000001,-0.44838321609003207,-0.8938414241512639
0.5750000000000001,-0.45399049973954664,-0.8910065241883679
0.5760000000000001,-0.45957986062148776,-0.8881364488135446
0.577,-0.4651510780774583,-0.8852313113324553
0.578,-0.4707039321653326,-0.8822912264349533
0.579,-0.4762382036679392,-0.8793163101905562
0.58,-0.481753674101715,-0.8763066800438637
0.581,-0.48725012572533244,-0.87326245480992
0.582,-0.4927273415482914,-0.8701837546695258
0.583,-0.4981851053394907,-0.8670707011644901
0.584,-0.5036232016357607,-0.8639234171928354
0.585,-0.5090414157503712,-0.8607420270039436
0.586,-0.5144395337815061,-0.8575266561936524
0.587,-0.5198173426207096,-0.8542774316992952
0.588,-0.5251746299612958,-0.8509944817946918
0.589,-0.5305111843067338,-0.8476779360850834
0.59,-0.5358267949789968,-0.844327925502015
0.591,-0.5411212521268757,-0.8409445822981692
0.592,-0.546394346734269,-0.8375280400421418
0.593,-0.5516458706284302,-0.8340784336131712
0.594,-0.556875616488188,-0.8305958991958127
0.595,-0.5620833778521303,-0.827080574274562
0.596,-0.5672689491267565,-0.8235325976284273
0.597,-0.5724321255945907,-0.8199521093254525
0.598,-0.5775727034222674,-0.816339250717184
0.599,-0.5826904796685762,-0.8126941644330938
0.6,-0.587785252292473,-0.8090169943749475
